|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:22  | SLEV             |   1356 |     1483 |     1688 |     1688 |    1688 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:22  | DELIVERY         |   2590 |     2791 |     3985 |     3985 |    3985 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:22  | OSTAT            |    449 |    627.5 |      817 |      817 |     817 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:24  | NEWORD           |   1553 |     2242 |    85199 |   254257 |  323717 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:24  | PAYMENT          |   1142 |     1420 |     2272 |     3722 |  123776 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:24  | SLEV             |   1478 |     1482 |     1491 |     1491 |    1491 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:24  | DELIVERY         |   2225 |     2774 |   290123 |   290123 |  290123 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:24  | OSTAT            |    654 |      683 |      712 |      712 |     712 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:26  | NEWORD           |   1442 |     2157 |    40814 |   201843 |  295368 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:26  | PAYMENT          |   1075 |   1478.5 |     2352 |     4334 |  134328 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:26  | SLEV             |   1420 |     1504 |     2322 |     2322 |    2322 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:26  | DELIVERY         |   2311 |     2902 |     5283 |   289960 |  289960 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:26  | OSTAT            |    587 |      712 |      948 |      948 |     948 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:28  | NEWORD           |   1436 |   2102.5 |     3100 |    34056 |  216427 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:28  | PAYMENT          |   1072 |     1534 |     2497 |   198787 |  237613 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:28  | SLEV             |   1395 |     1605 |     1942 |     1942 |    1942 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:28  | DELIVERY         |   2308 |   2797.5 |     3159 |   259053 |  259053 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:28  | OSTAT            |    614 |    705.5 |      832 |      850 |     850 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:30  | NEWORD           |   1334 |     2055 |     8493 |   193610 |  354687 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:30  | PAYMENT          |   1103 |     1539 |     2477 |   204824 |  251152 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:30  | SLEV             |   1336 |   1575.5 |     1784 |     2602 |    2602 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:30  | DELIVERY         |   2365 |   2760.5 |     3098 |     3421 |    3421 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:30  | OSTAT            |    527 |      643 |      777 |      950 |     950 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:32  | NEWORD           |   1381 |     2023 |     2815 |   187417 |  282914 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:32  | PAYMENT          |   1075 |     1539 |    18478 |   125719 |  289625 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:32  | SLEV             |   1516 |     1598 |     2609 |     2609 |    2609 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:32  | DELIVERY         |   2633 |   3076.5 |     3694 |     3821 |    3821 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:32  | OSTAT            |    472 |      692 |      828 |      876 |     876 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:34  | NEWORD           |   1264 |     2040 |     3113 |   227112 |  291847 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:34  | PAYMENT          |   1042 |   1488.5 |     2456 |   211565 |  278761 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:34  | SLEV             |   1428 |     1591 |     2423 |     2423 |    2423 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:34  | DELIVERY         |   2382 |   3102.5 |     3402 |     3402 |    3402 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:34  | OSTAT            |    549 |      666 |      947 |      961 |     961 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:36  | NEWORD           |   1417 |   1957.5 |     3881 |   121022 |  219182 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:36  | PAYMENT          |   1094 |     1462 |     3366 |   216743 |  307216 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:36  | SLEV             |   1335 |     1492 |     1702 |     1799 |    1799 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:36  | DELIVERY         |   1995 |     2827 |     3626 |     3718 |    3718 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:36  | OSTAT            |    488 |    607.5 |      877 |      885 |     885 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:38  | NEWORD           |   1489 |     2065 |     3082 |   317851 |  325798 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:38  | PAYMENT          |   1173 |     1505 |     2490 |   121132 |  314788 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:38  | SLEV             |   1336 |     1528 |     1648 |     1650 |    1650 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:38  | DELIVERY         |   2308 |     2812 |     3541 |     3565 |    3565 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:38  | OSTAT            |    502 |      663 |      969 |     1043 |    1043 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:40  | NEWORD           |   1282 |   1951.5 |    19620 |    95076 |  385206 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:40  | PAYMENT          |   1081 |     1442 |    21116 |   108201 |  224809 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:40  | SLEV             |   1389 |     1516 |     1586 |     1586 |    1586 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:40  | DELIVERY         |   2252 |     4112 |   305030 |   305030 |  305030 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:40  | OSTAT            |    410 |      567 |      914 |      914 |     914 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:42  | NEWORD           |   1313 |     1909 |     3081 |   182875 |  291497 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:42  | PAYMENT          |   1025 |   1392.5 |     2005 |    85540 |  274257 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:42  | SLEV             |   1273 |   1409.5 |     1579 |     1579 |    1579 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:42  | DELIVERY         |   2111 |     2954 |     3682 |     3710 |    3710 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:42  | OSTAT            |    423 |    573.5 |      720 |      738 |     738 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:09:44  | NEWORD           |   1388 |     1790 |     2545 |    97473 |  227986 |
