Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
11:13:33,NEWORD,1485,2456,196560,770922,785041
11:13:33,PAYMENT,1153,1736,596098,753304,799636
11:13:33,DELIVERY,2534,3264,4190,785237,785237
11:13:33,SLEV,1443,1680.5,1950,1950,1950
11:13:33,OSTAT,559,738,1099,1099,1099
11:13:43,NEWORD,1541,2678,7462,382236,807643
11:13:43,PAYMENT,1138,1863.5,575621,784065,787370
11:13:43,DELIVERY,2873,3456,528091,764277,764277
11:13:43,SLEV,1250,1686,1856,2394,2394
11:13:43,OSTAT,536,696,846,846,846
11:13:53,NEWORD,1550,2414.5,411414,736515,775689
11:13:53,PAYMENT,1181,1606,9336,736880,840149
11:13:53,DELIVERY,2590,3342.5,7283,749516,749516
11:13:53,SLEV,1404,1565,1746,1864,1864
11:13:53,OSTAT,499,660,849,1092,1092
11:14:03,NEWORD,1676,2457.5,275019,941172,957260
11:14:03,PAYMENT,1163,1620.5,570117,730001,795690
11:14:03,DELIVERY,2744,3858.5,740730,740730,740730
11:14:03,SLEV,1444,1665,2360,2360,2360
11:14:03,OSTAT,491,785,1052,1052,1052
11:14:13,NEWORD,1536,2379,212661,779403,796608
11:14:13,PAYMENT,1200,1523,205034,799746,945554
11:14:13,DELIVERY,2580,3131,3823,10741,10741
11:14:13,SLEV,1479,1653,1874,2154,2154
11:14:13,OSTAT,513,709.5,1016,1052,1052
11:14:23,NEWORD,1594,2317,420910,793812,814942
11:14:23,PAYMENT,1114,1598,439635,767096,804724
11:14:23,DELIVERY,2855,3074,5433,5433,5433
11:14:23,SLEV,1476,1645,2248,2486,2486
11:14:23,OSTAT,482,732,1066,1066,1066
11:14:33,NEWORD,1481,2298,274068.5,778839,786423
11:14:33,PAYMENT,1131,1663,461439,798713,1007157
11:14:33,DELIVERY,2816,3466,586357,586357,586357
11:14:33,SLEV,1341,1533,1874,1874,1874
11:14:33,OSTAT,472,648,1232,1232,1232
11:14:43,NEWORD,1614,2314,766053,788178,794490
11:14:43,PAYMENT,1123,1589,408222,881076.5,962574
11:14:43,DELIVERY,2720,2963,3401,6973,6973
11:14:43,SLEV,1395,1555.5,1649,1650,1650
11:14:43,OSTAT,614,654.5,912,912,912
11:14:53,NEWORD,1596,2450,184961,788053,798552
11:14:53,PAYMENT,1144,1703,567051,797332,799268
11:14:53,DELIVERY,2778,3308,4330,7894,7894
